image_idx,rgb_file,depth_file,abs_rel,sq_rel,rmse,rmse_log,a1,a2,a3
513,1305031470.459721.png,1305031470.455875.png,0.554304,0.381366,0.614935,1.380237,0.276005,0.501118,0.650014
514,1305031470.495686.png,1305031470.487958.png,0.544232,0.370703,0.604697,1.360548,0.283969,0.511814,0.663904
515,1305031470.527689.png,1305031470.524431.png,0.540128,0.354463,0.586452,1.325747,0.280035,0.500777,0.678669
516,1305031470.559677.png,1305031470.556484.png,0.519970,0.334570,0.572516,1.326390,0.295573,0.521912,0.700152
517,1305031470.595760.png,1305031470.588797.png,0.523414,0.328691,0.561595,1.302906,0.289960,0.507151,0.706432
518,1305031470.627729.png,1305031470.624535.png,0.514058,0.314625,0.547867,1.274587,0.289833,0.514414,0.723201
519,1305031470.659690.png,1305031470.656787.png,0.524436,0.325251,0.550408,1.258344,0.293952,0.521374,0.704544
520,1305031470.695630.png,1305031470.688640.png,0.516440,0.312037,0.535900,1.204804,0.295286,0.525596,0.711864
521,1305031470.727654.png,1305031470.724461.png,0.509855,0.300049,0.521843,1.194203,0.296479,0.528835,0.724676
522,1305031470.759682.png,1305031470.755944.png,0.500137,0.287881,0.509655,1.123519,0.304712,0.542202,0.734458
523,1305031470.795615.png,1305031470.788407.png,0.518219,0.300343,0.514241,1.103593,0.292252,0.519517,0.715339
524,1305031470.827831.png,1305031470.820633.png,0.492826,0.275427,0.492675,1.088376,0.311304,0.548898,0.739045
525,1305031470.859645.png,1305031470.855509.png,0.503077,0.274113,0.481290,1.092204,0.296298,0.531488,0.731654
526,1305031470.895722.png,1305031470.886079.png,0.487219,0.255100,0.461334,1.048891,0.303691,0.552344,0.748559
527,1305031470.927684.png,1305031470.924410.png,0.468713,0.235318,0.440420,1.020565,0.310404,0.574195,0.765491
528,1305031470.959647.png,1305031470.956439.png,0.413110,0.187584,0.395467,0.849282,0.350940,0.629414,0.835557
529,1305031470.995996.png,1305031470.988276.png,0.416886,0.182418,0.382715,0.800558,0.332776,0.615239,0.834681
530,1305031471.027644.png,1305031471.024309.png,0.381328,0.156021,0.356666,0.782829,0.357105,0.657115,0.887936
531,1305031471.059636.png,1305031471.056616.png,0.379996,0.148358,0.340210,0.733621,0.359730,0.651014,0.888901
532,1305031471.095777.png,1305031471.088440.png,0.397742,0.155951,0.340588,0.722439,0.346485,0.622517,0.851588
533,1305031471.127663.png,1305031471.123837.png,0.405173,0.159412,0.339880,0.705002,0.329399,0.609302,0.834627
534,1305031471.159649.png,1305031471.155886.png,0.388365,0.148183,0.329802,0.684955,0.339914,0.627480,0.859001
535,1305031471.195703.png,1305031471.192698.png,0.397274,0.154670,0.335537,0.697972,0.332159,0.615866,0.838648
536,1305031471.227569.png,1305031471.224404.png,0.403777,0.159766,0.341162,0.700615,0.325580,0.607275,0.825584
537,1305031471.259722.png,1305031471.256397.png,0.398474,0.158008,0.341652,0.730950,0.330825,0.616601,0.830429
538,1305031471.296068.png,1305031471.288603.png,0.400587,0.160253,0.343737,0.756620,0.327535,0.618592,0.822428
539,1305031471.327642.png,1305031471.324440.png,0.413388,0.167715,0.349788,0.760567,0.311027,0.598803,0.802966
540,1305031471.359615.png,1305031471.356569.png,0.423679,0.176048,0.354932,0.778959,0.319937,0.584035,0.786525
541,1305031471.395730.png,1305031471.392751.png,0.421437,0.173237,0.350968,0.746366,0.304838,0.587895,0.784883
542,1305031471.427704.png,1305031471.424494.png,0.409588,0.163524,0.341321,0.715772,0.315872,0.594122,0.794811
543,1305031471.459647.png,1305031471.456975.png,0.416789,0.172028,0.353423,0.745724,0.323252,0.585366,0.782433
544,1305031471.496491.png,1305031471.492705.png,0.414979,0.172508,0.356581,0.748887,0.325782,0.587795,0.783448
545,1305031471.527624.png,1305031471.524343.png,0.415608,0.174124,0.359291,0.755356,0.321139,0.588324,0.786752
546,1305031471.559671.png,1305031471.556561.png,0.414941,0.175687,0.363819,0.768461,0.320682,0.589993,0.787724
547,1305031471.595702.png,1305031471.592606.png,0.425247,0.184561,0.372568,0.796269,0.303951,0.581407,0.776833
548,1305031471.627621.png,1305031471.624486.png,0.438483,0.196651,0.383255,0.823569,0.313978,0.562531,0.756300
549,1305031471.659642.png,1305031471.656831.png,0.470734,0.220200,0.395532,0.826356,0.300503,0.532869,0.720997
550,1305031471.695609.png,1305031471.693182.png,0.467365,0.217850,0.394419,0.812567,0.300517,0.536096,0.723772
551,1305031471.727501.png,1305031471.724753.png,0.458265,0.210762,0.391194,0.756728,0.306639,0.542523,0.727684
552,1305031471.759702.png,1305031471.753002.png,0.453429,0.208698,0.391120,0.766694,0.310670,0.548078,0.734016
553,1305031471.795801.png,1305031471.792706.png,0.452983,0.207770,0.391211,0.770180,0.306417,0.546438,0.733267
554,1305031471.827639.png,1305031471.823821.png,0.431746,0.190637,0.378085,0.704494,0.320096,0.570609,0.755828
555,1305031471.859665.png,1305031471.855793.png,0.429722,0.190344,0.380476,0.714545,0.322270,0.573907,0.765303
556,1305031471.895604.png,1305031471.892838.png,0.433266,0.193718,0.385907,0.755948,0.319962,0.571350,0.764725
557,1305031471.927651.png,1305031471.924928.png,0.403888,0.173758,0.371467,0.701117,0.342522,0.611090,0.813285
558,1305031471.959643.png,1305031471.957162.png,0.423051,0.191195,0.391644,0.786258,0.332830,0.591695,0.784480
559,1305031471.995573.png,1305031471.993177.png,0.421529,0.187928,0.387890,0.729872,0.329510,0.589341,0.788180
560,1305031472.027638.png,1305031472.024660.png,0.412764,0.187944,0.396506,0.792153,0.341850,0.607234,0.817094
561,1305031472.059668.png,1305031472.058063.png,0.412683,0.189814,0.401545,0.773184,0.343399,0.605688,0.818911
562,1305031472.095601.png,1305031472.092883.png,0.427593,0.199856,0.409458,0.786835,0.326612,0.589218,0.797460
563,1305031472.127594.png,1305031472.124760.png,0.403340,0.188994,0.408350,0.821287,0.354626,0.626901,0.848142
564,1305031472.159645.png,1305031472.156982.png,0.424862,0.200377,0.415141,0.801388,0.332080,0.588208,0.814072
565,1305031472.195682.png,1305031472.192890.png,0.413493,0.192128,0.407646,0.828234,0.342085,0.604159,0.834741
566,1305031472.227626.png,1305031472.224678.png,0.420247,0.193277,0.403099,0.785387,0.333861,0.594561,0.815384
567,1305031472.263840.png,1305031472.256642.png,0.410528,0.186287,0.397779,0.785052,0.339766,0.606073,0.835328
568,1305031472.295671.png,1305031472.293139.png,0.396956,0.174322,0.383670,0.749335,0.350413,0.629810,0.850718
569,1305031472.327678.png,1305031472.324844.png,0.408366,0.179187,0.383570,0.710045,0.336153,0.607823,0.825477
570,1305031472.363577.png,1305031472.360912.png,0.411992,0.181975,0.386107,0.716103,0.332410,0.602454,0.818866
571,1305031472.395599.png,1305031472.392956.png,0.413740,0.180851,0.381838,0.692553,0.328126,0.597469,0.814628
572,1305031472.427686.png,1305031472.424694.png,0.410884,0.177128,0.376009,0.697041,0.327567,0.599670,0.817174
573,1305031472.463603.png,1305031472.460919.png,0.412768,0.176970,0.372961,0.685166,0.328465,0.596360,0.812295
574,1305031472.495626.png,1305031472.492972.png,0.411020,0.175893,0.372266,0.686283,0.327003,0.597418,0.812096
575,1305031472.527625.png,1305031472.524781.png,0.402239,0.170322,0.369365,0.673141,0.334003,0.611916,0.826546
576,1305031472.563587.png,1305031472.561296.png,0.395032,0.164517,0.361624,0.652328,0.333344,0.627911,0.836474
577,1305031472.595675.png,1305031472.592968.png,0.398702,0.165244,0.359215,0.629396,0.332650,0.617127,0.820169
578,1305031472.627701.png,1305031472.624647.png,0.397461,0.165037,0.359386,0.637269,0.331415,0.618476,0.821504
579,1305031472.663575.png,1305031472.660836.png,0.390967,0.159856,0.354225,0.636887,0.336471,0.626461,0.832240
580,1305031472.695755.png,1305031472.693008.png,0.390390,0.158086,0.349607,0.603359,0.331905,0.629568,0.830734
581,1305031472.727628.png,1305031472.724752.png,0.391343,0.158245,0.348527,0.594781,0.329104,0.635645,0.822221
582,1305031472.763578.png,1305031472.760654.png,0.393622,0.161046,0.351908,0.611920,0.326593,0.634990,0.820667
583,1305031472.795640.png,1305031472.792775.png,0.392347,0.160038,0.350709,0.601689,0.328348,0.635851,0.821473
584,1305031472.827627.png,1305031472.824692.png,0.393013,0.160334,0.350957,0.592949,0.322218,0.636890,0.824265
585,1305031472.863598.png,1305031472.860936.png,0.395425,0.162497,0.353685,0.599799,0.319492,0.630448,0.818015
586,1305031472.895713.png,1305031472.892944.png,0.396380,0.162266,0.352690,0.595497,0.317328,0.627015,0.817196
587,1305031472.927685.png,1305031472.924814.png,0.393056,0.159377,0.348573,0.595962,0.319949,0.632686,0.819165
588,1305031472.963756.png,1305031472.961213.png,0.393006,0.158836,0.347764,0.595596,0.317981,0.633373,0.818849
589,1305031472.995704.png,1305031472.992815.png,0.390430,0.156089,0.343726,0.585548,0.320881,0.636875,0.823820
590,1305031473.027638.png,1305031473.024564.png,0.391928,0.156050,0.341313,0.581517,0.319441,0.637111,0.821441
591,1305031473.063684.png,1305031473.060795.png,0.393103,0.156680,0.341570,0.591344,0.318986,0.633891,0.820757
592,1305031473.095695.png,1305031473.092012.png,0.392732,0.156253,0.340857,0.584301,0.319317,0.634009,0.820979
593,1305031473.127744.png,1305031473.124072.png,0.396260,0.159042,0.344347,0.588226,0.315922,0.629692,0.817001
594,1305031473.167060.png,1305031473.158420.png,0.383417,0.149252,0.335372,0.573101,0.324638,0.647614,0.831670
595,1305031473.196069.png,1305031473.190828.png,0.393192,0.156018,0.341162,0.582340,0.317752,0.634781,0.820436
